"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","8","$0.09","($72.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","5","$0.09","($45.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.09","($9.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","97","$0.09","($873.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.09","($9.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.09","($9.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.09","($9.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","10","$0.09","($90.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.09","($9.00)"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","5","$0.09","($45.00)"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","16","$0.24","$383.96"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","24","$0.24","$575.94"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","10","$0.30","$299.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","10","$0.34","$339.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","4","$0.36","$143.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","5","$0.36","$179.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","1","$0.36","$35.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","10","$0.35","$349.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","10","$0.35","$349.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","STC","10","$0.34","$339.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $448.00","BTO","100","$0.33","($3,300.00)"
"9/10/2021","9/10/2021","9/13/2021","ISEE","ISEE 9/17/2021 Put $12.50","BTO","2","$0.60","($120.00)"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.37","$369.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.34","$339.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.35","$349.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","1","$0.31","$30.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","5","$0.31","$154.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","4","$0.31","$123.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.30","$299.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.31","$309.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","10","$0.29","$289.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","9","$0.29","$260.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","1","$0.30","$29.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","2","$0.28","$55.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","12","$0.27","$323.97"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","1","$0.27","$26.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","STC","5","$0.27","$134.98"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","BTO","50","$0.25","($1,250.00)"
"9/10/2021","9/10/2021","9/13/2021","SPY","SPY 9/10/2021 Put $446.00","BTO","50","$0.25","($1,250.00)"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","STC","10","$0.36","$359.97"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","5","$0.08","$39.98"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","1","$0.08","$7.98"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","1","$0.08","$7.98"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","3","$0.08","$23.98"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","7","$0.08","$55.98"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","18","$0.08","$143.95"
"9/10/2021","9/10/2021","9/13/2021","SDC","SDC 9/17/2021 Call $6.00","STC","15","$0.08","$119.96"
"9/10/2021","9/10/2021","9/13/2021","CCJ","CCJ 9/17/2021 Call $25.00","STC","5","$0.28","$139.98"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","STC","9","$0.35","$314.97"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","STC","1","$0.35","$34.98"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","BTO","9","$0.35","($315.00)"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","BTO","10","$0.35","($350.00)"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","BTO","6","$0.35","($210.00)"
"9/10/2021","9/10/2021","9/13/2021","TMC","TMC 9/17/2021 Call $12.50","BTO","5","$0.35","($175.00)"
"9/9/2021","9/9/2021","9/10/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.14","($14.00)"
"9/9/2021","9/9/2021","9/10/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","4","$0.14","($56.00)"
"9/9/2021","9/9/2021","9/10/2021","AMC","AMC 9/10/2021 Call $50.00","STC","1","$0.66","$65.98"
"9/9/2021","9/9/2021","9/10/2021","ASTS","ASTS 10/15/2021 Call $12.50","BTO","2","$1.05","($210.00)"
"9/9/2021","9/9/2021","9/10/2021","BB","BB 9/17/2021 Call $11.00","STC","1","$0.45","$44.98"
"9/9/2021","9/9/2021","9/10/2021","BB","BB 9/17/2021 Call $11.00","STC","3","$0.45","$134.98"
"9/9/2021","9/9/2021","9/10/2021","BB","BB 9/17/2021 Call $11.00","STC","1","$0.44","$43.98"
"9/9/2021","9/9/2021","9/10/2021","BB","BB 9/17/2021 Call $11.00","STC","1","$0.44","$43.98"
"9/9/2021","9/9/2021","9/10/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","5","$0.17","($85.00)"
"9/8/2021","9/8/2021","9/9/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","5","$0.19","($95.00)"
"9/8/2021","9/8/2021","9/9/2021","BB","BB 9/17/2021 Call $11.00","BTO","10","$0.30","($300.00)"
"9/8/2021","9/8/2021","9/9/2021","AMC","AMC 9/10/2021 Call $50.00","STC","1","$1.21","$120.98"
"9/8/2021","9/8/2021","9/9/2021","AMC","AMC 9/10/2021 Call $50.00","BTO","2","$1.19","($238.00)"
"9/8/2021","9/8/2021","9/9/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","1","$0.23","($23.00)"
"9/8/2021","9/8/2021","9/9/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","4","$0.23","($92.00)"
"9/8/2021","9/8/2021","9/9/2021","GENI","GENI 9/17/2021 Call $22.50","STC","1","$1.20","$119.98"
"9/8/2021","9/8/2021","9/9/2021","DKNG","DKNG 1/21/2022 Call $80.00","BTO","1","$3.10","($310.00)"
"9/8/2021","9/8/2021","9/9/2021","GENI","GENI 9/17/2021 Call $22.50","STC","1","$1.05","$104.98"
"9/8/2021","9/8/2021","9/9/2021","GENI","GENI 9/17/2021 Call $22.50","STC","1","$0.90","$89.98"
"9/8/2021","9/8/2021","9/9/2021","GENI","GENI 9/17/2021 Call $22.50","STC","1","$0.90","$89.98"
"9/8/2021","9/8/2021","9/9/2021","CCJ","CCJ 9/17/2021 Call $25.00","BTO","1","$0.18","($18.00)"
"9/8/2021","9/8/2021","9/9/2021","CCJ","CCJ 9/17/2021 Call $25.00","BTO","4","$0.18","($72.00)"
"9/8/2021","9/8/2021","9/9/2021","CCJ","CCJ 9/17/2021 Call $25.00","BTO","5","$0.18","($90.00)"
"9/8/2021","9/8/2021","9/9/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$1.75","$174.98"
"9/8/2021","9/8/2021","9/9/2021","IWM","IWM 9/10/2021 Call $230.00","STC","25","$0.13","$324.94"
"9/8/2021","9/8/2021","9/9/2021","GENI","GENI 9/17/2021 Call $22.50","BTO","1","$0.60","($60.00)"
"9/7/2021","9/7/2021","9/8/2021","QQQ","Option Expiration for QQQ 9/7/2021 Put $378.00","OEXP","1S","",""
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","1","$0.34","($34.00)"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","1","$0.34","($34.00)"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","1","$0.34","($34.00)"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","2","$0.34","($68.00)"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","2","$0.39","($78.00)"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","3","$0.39","($117.00)"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$1.43","$142.98"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","5","$0.45","($225.00)"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","2","$1.05","$209.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$0.75","$74.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$0.75","$74.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$0.75","$74.98"
"9/7/2021","9/7/2021","9/8/2021","VIH","VIH 9/17/2021 Call $12.50","STC","1","$0.90","$89.98"
"9/7/2021","9/7/2021","9/8/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","10","$0.31","($310.00)"
"9/7/2021","9/7/2021","9/8/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","25","$0.31","($775.00)"
"9/7/2021","9/7/2021","9/8/2021","SDC","SDC 9/17/2021 Call $6.00","BTO","15","$0.31","($465.00)"
"9/7/2021","9/7/2021","9/8/2021","QQQ","QQQ 9/7/2021 Put $378.00","STC","1","$0.10","$9.98"
"9/7/2021","9/7/2021","9/8/2021","IWM","IWM 9/10/2021 Call $230.00","BTO","10","$1.03","($1,030.00)"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","8","$0.85","$679.97"
"9/7/2021","9/7/2021","9/8/2021","VIH","VIH 9/17/2021 Call $12.50","STC","1","$1.20","$119.98"
"9/7/2021","9/7/2021","9/8/2021","VIH","VIH 9/17/2021 Call $12.50","STC","1","$0.85","$84.98"
"9/7/2021","9/7/2021","9/8/2021","NIO","NIO 9/10/2021 Call $41.00","STC","1","$0.97","$96.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","5","$0.88","$439.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","8","$0.85","$679.97"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$0.86","$85.98"
"9/7/2021","9/7/2021","9/8/2021","DKNG","DKNG 9/10/2021 Call $63.00","STC","1","$0.86","$85.98"
"9/7/2021","9/7/2021","9/7/2021","","EL ASADERO TACO SHOP # TURLOCK, CA","CARD","","","($13.99)"
"9/7/2021","9/7/2021","9/7/2021","","ARCO#82541TEHAL TURLOCK, CA","CARD","","","($41.61)"
"9/3/2021","9/3/2021","9/7/2021","DKNG","Option Expiration for DKNG 9/3/2021 Call $65.00","OEXP","2S","",""
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/10/2021 Call $63.00","BTO","10","$0.55","($550.00)"
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/10/2021 Call $63.00","BTO","10","$0.55","($550.00)"
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/10/2021 Call $63.00","BTO","10","$0.55","($550.00)"
"9/3/2021","9/3/2021","9/7/2021","VIH","VIH 9/17/2021 Call $12.50","STC","1","$0.70","$69.98"
"9/3/2021","9/3/2021","9/7/2021","VIH","VIH 9/17/2021 Call $12.50","STC","1","$0.65","$64.98"
"9/3/2021","9/3/2021","9/7/2021","VIH","VIH 9/17/2021 Call $12.50","BTO","5","$0.45","($225.00)"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","STC","1","$2.84","$283.98"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","STC","1","$2.88","$287.98"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","STC","2","$2.80","$559.98"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","STC","1","$2.60","$259.98"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","STC","5","$2.42","$1,209.98"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","BTO","2","$2.02","($404.00)"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","BTO","6","$2.02","($1,212.00)"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","BTO","1","$2.02","($202.00)"
"9/3/2021","9/3/2021","9/7/2021","NVDA","NVDA 9/10/2021 Call $230.00","BTO","1","$2.02","($202.00)"
"9/3/2021","9/3/2021","9/7/2021","WTRH","WTRH 9/17/2021 Call $2.00","BTO","5","$0.04","($20.00)"
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","10","$0.02","$19.97"
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","2","$0.02","$3.98"
"9/3/2021","9/3/2021","9/7/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","1","$0.02","$1.98"
"9/2/2021","9/2/2021","9/3/2021","NIO","NIO 9/10/2021 Call $41.00","STC","4","$1.07","$427.98"
"9/2/2021","9/2/2021","9/3/2021","QQQ","QQQ 9/7/2021 Put $378.00","STC","2","$0.83","$165.98"
"9/2/2021","9/2/2021","9/3/2021","QQQ","QQQ 9/7/2021 Put $378.00","STC","1","$0.83","$82.98"
"9/2/2021","9/2/2021","9/3/2021","NIO","NIO 9/10/2021 Call $41.00","BTO","5","$0.85","($425.00)"
"9/2/2021","9/2/2021","9/3/2021","WTRH","WTRH 9/17/2021 Call $2.00","BTO","50","$0.10","($500.00)"
"9/1/2021","9/1/2021","9/2/2021","QQQ","QQQ 9/7/2021 Put $378.00","BTO","5","$1.13","($565.00)"
"9/1/2021","9/1/2021","9/2/2021","PSFE","PSFE 9/17/2021 Call $10.00","STC","2","$0.19","$37.98"
"9/1/2021","9/1/2021","9/2/2021","PSFE","PSFE 9/17/2021 Call $10.00","STC","4","$0.28","$111.98"
"9/1/2021","9/1/2021","9/2/2021","SKLZ","SKLZ 9/3/2021 Call $14.00","STC","7","$0.35","$244.98"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","6","$0.22","$131.98"
"9/1/2021","9/1/2021","9/2/2021","GENI","GENI 9/17/2021 Call $22.50","BTO","3","$1.00","($300.00)"
"9/1/2021","9/1/2021","9/2/2021","SKLZ","SKLZ 9/3/2021 Call $14.00","STC","8","$0.40","$319.97"
"9/1/2021","9/1/2021","9/2/2021","SKLZ","SKLZ 9/3/2021 Call $14.00","STC","10","$0.40","$399.97"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","10","$0.26","$259.97"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","2","$0.26","$51.98"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","7","$0.26","$181.98"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","1","$0.26","$25.98"
"9/1/2021","9/1/2021","9/2/2021","DKNG","DKNG 9/3/2021 Call $65.00","STC","1","$0.26","$25.98"
"9/1/2021","9/1/2021","9/2/2021","SKLZ","SKLZ 9/3/2021 Call $14.00","BTO","25","$0.30","($750.00)"
"9/1/2021","9/1/2021","9/2/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","2","$0.27","$53.98"
"9/1/2021","9/1/2021","9/2/2021","PSFE","PSFE 9/17/2021 Call $10.00","STC","6","$0.21","$125.98"
"9/1/2021","9/1/2021","9/2/2021","PSFE","PSFE 9/17/2021 Call $10.00","STC","10","$0.23","$229.97"
"9/1/2021","9/1/2021","9/2/2021","PSFE","PSFE 9/17/2021 Call $10.00","STC","3","$0.23","$68.98"
"9/1/2021","9/1/2021","9/1/2021","","WM SUPERC Wal-Mart Sup TURLOCK, CA","CARD","","","($31.68)"
"8/31/2021","8/31/2021","8/31/2021","","Interest Payment","INT","","","$0.77"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","2","$0.13","($26.00)"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","4","$0.62","$247.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","1","$0.65","$64.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","1","$0.65","$64.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","1","$0.65","$64.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","3","$0.73","$218.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","3","$0.73","$218.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","2","$0.67","$133.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","3","$0.67","$200.98"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","24","$0.15","($360.00)"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","1","$0.15","($15.00)"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","10","$0.15","($150.00)"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","2","$0.15","($30.00)"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","1","$0.15","($15.00)"
"8/31/2021","8/31/2021","9/1/2021","DKNG","DKNG 9/3/2021 Call $65.00","BTO","2","$0.15","($30.00)"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","2","$0.70","$139.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","3","$0.70","$209.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","7","$0.67","$468.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","1","$0.67","$66.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","9","$0.67","$602.97"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","1","$0.67","$66.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","STC","7","$0.67","$468.98"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","BTO","4","$0.57","($228.00)"
"8/31/2021","8/31/2021","9/1/2021","SPCE","SPCE 9/3/2021 Call $28.00","BTO","46","$0.57","($2,622.00)"
"8/30/2021","8/30/2021","9/1/2021","GSAT","Globalstar
CUSIP: 378973408","Sell","500","$2.32","$1,161.13"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","2","$1.29","$257.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","2","$1.50","$299.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","3","$1.88","$563.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$1.94","$193.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$1.94","$193.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$1.94","$193.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","5","$1.73","$864.98"
"8/30/2021","8/30/2021","8/31/2021","PSFE","PSFE 9/17/2021 Call $10.00","BTO","6","$0.11","($66.00)"
"8/30/2021","8/30/2021","8/31/2021","PSFE","PSFE 9/17/2021 Call $10.00","BTO","9","$0.11","($99.00)"
"8/30/2021","8/30/2021","8/31/2021","PSFE","PSFE 9/17/2021 Call $10.00","BTO","5","$0.11","($55.00)"
"8/30/2021","8/30/2021","8/31/2021","PSFE","PSFE 9/17/2021 Call $10.00","BTO","5","$0.11","($55.00)"
"8/30/2021","8/30/2021","8/31/2021","FB","FB 10/15/2021 Call $405.00","STC","1","$3.95","$394.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.45","$44.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","3","$0.45","$134.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","2","$0.45","$89.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.45","$44.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","2","$0.45","$89.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.45","$44.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.41","$40.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","4","$0.41","$163.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.40","$39.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.40","$39.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","3","$0.41","$122.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.41","$40.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","1","$0.41","$40.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","3","$0.41","$122.98"
"8/30/2021","8/30/2021","8/31/2021","BABA","BABA 9/3/2021 Call $170.00","STC","1","$1.15","$114.98"
"8/30/2021","8/30/2021","8/31/2021","FB","FB 9/3/2021 Call $380.00","STC","1","$2.79","$278.98"
"8/30/2021","8/30/2021","8/31/2021","FB","FB 9/3/2021 Call $380.00","STC","1","$2.79","$278.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","3","$0.37","$110.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","2","$0.37","$73.98"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","STC","5","$0.38","$189.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","1","$0.53","$52.98"
"8/30/2021","8/30/2021","8/31/2021","FB","FB 9/3/2021 Call $380.00","BTO","1","$1.72","($172.00)"
"8/30/2021","8/30/2021","8/31/2021","FB","FB 9/3/2021 Call $380.00","BTO","1","$1.72","($172.00)"
"8/30/2021","8/30/2021","8/31/2021","CRSR","CRSR 9/17/2021 Call $30.00","BTO","50","$0.25","($1,250.00)"
"8/30/2021","8/30/2021","8/31/2021","BABA","BABA 9/3/2021 Call $170.00","STC","4","$0.84","$335.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","2","$0.53","$105.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","1","$0.67","$66.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","1","$0.66","$65.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","2","$0.50","$99.98"
"8/30/2021","8/30/2021","8/31/2021","PLTR","PLTR 9/3/2021 Call $26.50","STC","5","$0.50","$249.98"
"8/27/2021","8/27/2021","8/30/2021","SOFI","Option Expiration for SOFI 8/27/2021 Call $15.00","OEXP","1S","",""
"8/27/2021","8/27/2021","8/30/2021","AMC","Option Expiration for AMC 8/27/2021 Call $95.00","OEXP","1S","",""
"8/27/2021","8/27/2021","8/30/2021","BBBY","Option Expiration for BBBY 8/27/2021 Call $35.00","OEXP","5S","",""
"8/27/2021","8/27/2021","8/30/2021","BABA","BABA 9/3/2021 Call $170.00","BTO","5","$1.39","($695.00)"
"8/27/2021","8/27/2021","8/30/2021","PLTR","PLTR 9/3/2021 Call $26.50","BTO","1","$0.34","($34.00)"
